date,time,symbol,open,high,low,close,volume
"=""15-02-24""",14:44:00,FINNIFTY,20399.25,20403.95,20394.1,20401.9,0.0
"=""15-02-24""",14:45:00,FINNIFTY,20402.55,20414.75,20402.55,20407.1,0.0
"=""15-02-24""",14:46:00,FINNIFTY,20408.9,20411.95,20405.55,20410.2,0.0
"=""15-02-24""",14:47:00,FINNIFTY,20409.0,20410.7,20404.65,20408.35,0.0
"=""15-02-24""",14:48:00,FINNIFTY,20408.95,20409.45,20394.15,20401.35,0.0
"=""15-02-24""",14:49:00,FINNIFTY,20399.15,20407.15,20398.45,20407.1,0.0
"=""15-02-24""",14:50:00,FINNIFTY,20407.5,20412.4,20404.65,20412.35,0.0
"=""15-02-24""",14:51:00,FINNIFTY,20411.95,20423.1,20411.85,20420.95,0.0
"=""15-02-24""",14:52:00,FINNIFTY,20422.15,20430.9,20420.55,20422.6,0.0
"=""15-02-24""",14:53:00,FINNIFTY,20420.8,20423.7,20407.35,20411.75,0.0
"=""15-02-24""",14:54:00,FINNIFTY,20411.65,20422.7,20411.25,20421.0,0.0
"=""15-02-24""",14:55:00,FINNIFTY,20421.1,20423.95,20416.65,20420.05,0.0
"=""15-02-24""",14:56:00,FINNIFTY,20419.3,20428.0,20410.45,20410.7,0.0
"=""15-02-24""",14:57:00,FINNIFTY,20410.85,20413.25,20396.95,20412.1,0.0
"=""15-02-24""",14:58:00,FINNIFTY,20412.45,20430.2,20405.3,20407.1,0.0
"=""15-02-24""",14:59:00,FINNIFTY,20409.65,20417.15,20400.95,20417.05,0.0
"=""15-02-24""",15:00:00,FINNIFTY,20415.9,20420.3,20411.5,20415.85,0.0
"=""15-02-24""",15:01:00,FINNIFTY,20413.25,20425.25,20405.95,20425.25,0.0
"=""15-02-24""",15:02:00,FINNIFTY,20422.55,20434.85,20415.75,20419.7,0.0
"=""15-02-24""",15:03:00,FINNIFTY,20418.75,20421.35,20395.85,20396.25,0.0
"=""15-02-24""",15:04:00,FINNIFTY,20396.3,20429.35,20396.3,20426.4,0.0
"=""15-02-24""",15:05:00,FINNIFTY,20425.1,20426.8,20420.3,20423.65,0.0
"=""15-02-24""",15:06:00,FINNIFTY,20421.95,20423.8,20403.75,20406.15,0.0
"=""15-02-24""",15:07:00,FINNIFTY,20407.45,20416.75,20407.45,20413.75,0.0
"=""15-02-24""",15:08:00,FINNIFTY,20413.0,20415.15,20407.25,20414.05,0.0
"=""15-02-24""",15:09:00,FINNIFTY,20414.25,20414.25,20399.4,20406.15,0.0
"=""15-02-24""",15:10:00,FINNIFTY,20408.65,20414.05,20408.5,20412.65,0.0
"=""15-02-24""",15:11:00,FINNIFTY,20412.55,20415.55,20393.4,20397.45,0.0
"=""15-02-24""",15:12:00,FINNIFTY,20397.6,20410.05,20394.15,20407.3,0.0
"=""15-02-24""",15:13:00,FINNIFTY,20407.1,20408.25,20399.8,20408.2,0.0
"=""15-02-24""",15:14:00,FINNIFTY,20406.85,20412.0,20405.2,20410.05,0.0
"=""15-02-24""",15:15:00,FINNIFTY,20411.8,20414.0,20408.15,20411.45,0.0
"=""15-02-24""",15:16:00,FINNIFTY,20413.0,20416.05,20410.25,20414.15,0.0
"=""15-02-24""",15:17:00,FINNIFTY,20413.15,20416.15,20406.6,20407.55,0.0
"=""15-02-24""",15:18:00,FINNIFTY,20407.15,20410.65,20396.7,20402.75,0.0
"=""15-02-24""",15:19:00,FINNIFTY,20403.05,20411.3,20403.05,20409.7,0.0
"=""15-02-24""",15:20:00,FINNIFTY,20411.0,20422.85,20408.85,20417.8,0.0
"=""15-02-24""",15:21:00,FINNIFTY,20413.6,20425.0,20412.5,20422.2,0.0
"=""15-02-24""",15:22:00,FINNIFTY,20422.1,20427.1,20421.65,20425.2,0.0
"=""15-02-24""",15:23:00,FINNIFTY,20425.85,20435.7,20424.75,20435.0,0.0
"=""15-02-24""",15:24:00,FINNIFTY,20434.4,20435.9,20430.35,20432.2,0.0
"=""15-02-24""",15:25:00,FINNIFTY,20430.95,20442.05,20430.95,20439.6,0.0
"=""15-02-24""",15:26:00,FINNIFTY,20440.75,20441.6,20433.5,20434.15,0.0
"=""15-02-24""",15:27:00,FINNIFTY,20436.8,20437.3,20432.25,20432.7,0.0
"=""15-02-24""",15:28:00,FINNIFTY,20433.35,20435.75,20429.65,20431.5,0.0
"=""15-02-24""",15:29:00,FINNIFTY,20432.5,20442.05,20431.05,20436.0,0.0
"=""15-02-24""",15:30:00,FINNIFTY,20436.45,20436.45,20436.45,20436.45,0.0
"=""16-02-24""",09:15:00,FINNIFTY,20526.0,20526.0,20476.5,20487.0,0.0
"=""16-02-24""",09:16:00,FINNIFTY,20483.25,20498.5,20482.45,20493.0,0.0
"=""16-02-24""",09:17:00,FINNIFTY,20494.35,20494.35,20481.45,20489.6,0.0
"=""16-02-24""",09:18:00,FINNIFTY,20489.55,20490.4,20483.75,20486.7,0.0
"=""16-02-24""",09:19:00,FINNIFTY,20484.75,20485.75,20473.85,20480.8,0.0
"=""16-02-24""",09:20:00,FINNIFTY,20478.85,20482.8,20462.9,20478.15,0.0
"=""16-02-24""",09:21:00,FINNIFTY,20478.15,20478.15,20471.05,20474.95,0.0
"=""16-02-24""",09:22:00,FINNIFTY,20474.5,20477.95,20470.35,20473.6,0.0
"=""16-02-24""",09:23:00,FINNIFTY,20472.5,20474.15,20467.55,20471.95,0.0
"=""16-02-24""",09:24:00,FINNIFTY,20471.15,20475.8,20462.85,20462.85,0.0
"=""16-02-24""",09:25:00,FINNIFTY,20460.75,20469.7,20459.05,20466.15,0.0
"=""16-02-24""",09:26:00,FINNIFTY,20465.95,20468.05,20456.25,20467.05,0.0
"=""16-02-24""",09:27:00,FINNIFTY,20466.75,20470.6,20451.6,20451.65,0.0
"=""16-02-24""",09:28:00,FINNIFTY,20452.0,20464.45,20451.05,20464.45,0.0
"=""16-02-24""",09:29:00,FINNIFTY,20462.1,20480.55,20462.1,20472.85,0.0
"=""16-02-24""",09:30:00,FINNIFTY,20474.95,20479.55,20464.55,20471.15,0.0
"=""16-02-24""",09:31:00,FINNIFTY,20471.25,20479.1,20465.4,20466.55,0.0
"=""16-02-24""",09:32:00,FINNIFTY,20469.7,20469.7,20453.1,20453.1,0.0
"=""16-02-24""",09:33:00,FINNIFTY,20451.5,20453.7,20427.3,20446.1,0.0
"=""16-02-24""",09:34:00,FINNIFTY,20448.65,20450.4,20433.85,20435.95,0.0
"=""16-02-24""",09:35:00,FINNIFTY,20439.25,20454.25,20434.75,20454.25,0.0
"=""16-02-24""",09:36:00,FINNIFTY,20453.65,20455.5,20445.35,20453.5,0.0
"=""16-02-24""",09:37:00,FINNIFTY,20454.3,20454.5,20446.8,20451.65,0.0
"=""16-02-24""",09:38:00,FINNIFTY,20452.05,20456.2,20449.5,20455.3,0.0
"=""16-02-24""",09:39:00,FINNIFTY,20454.25,20458.3,20447.55,20457.15,0.0
"=""16-02-24""",09:40:00,FINNIFTY,20456.95,20464.2,20448.1,20464.2,0.0
"=""16-02-24""",09:41:00,FINNIFTY,20464.85,20464.85,20453.6,20456.35,0.0
"=""16-02-24""",09:42:00,FINNIFTY,20456.5,20462.15,20451.8,20458.7,0.0
"=""16-02-24""",09:43:00,FINNIFTY,20457.1,20459.2,20446.95,20446.95,0.0
"=""16-02-24""",09:44:00,FINNIFTY,20448.35,20448.35,20428.25,20438.4,0.0
"=""16-02-24""",09:45:00,FINNIFTY,20437.05,20437.05,20427.65,20428.95,0.0
"=""16-02-24""",09:46:00,FINNIFTY,20428.3,20429.65,20413.3,20418.05,0.0
"=""16-02-24""",09:47:00,FINNIFTY,20419.55,20419.55,20409.35,20411.45,0.0
"=""16-02-24""",09:48:00,FINNIFTY,20410.2,20420.0,20407.95,20417.7,0.0
"=""16-02-24""",09:49:00,FINNIFTY,20418.8,20418.8,20404.0,20410.05,0.0
"=""16-02-24""",09:50:00,FINNIFTY,20409.5,20419.2,20408.25,20409.7,0.0
"=""16-02-24""",09:51:00,FINNIFTY,20409.75,20415.35,20404.55,20415.35,0.0
"=""16-02-24""",09:52:00,FINNIFTY,20416.05,20419.3,20412.1,20416.65,0.0
"=""16-02-24""",09:53:00,FINNIFTY,20415.05,20423.1,20413.55,20422.45,0.0
"=""16-02-24""",09:54:00,FINNIFTY,20422.9,20434.3,20422.9,20429.2,0.0
"=""16-02-24""",09:55:00,FINNIFTY,20429.25,20446.6,20428.25,20446.6,0.0
"=""16-02-24""",09:56:00,FINNIFTY,20444.8,20446.2,20435.55,20436.65,0.0
"=""16-02-24""",09:57:00,FINNIFTY,20436.5,20445.0,20436.5,20442.6,0.0
"=""16-02-24""",09:58:00,FINNIFTY,20443.95,20446.1,20439.0,20439.25,0.0
"=""16-02-24""",09:59:00,FINNIFTY,20438.5,20440.9,20434.0,20439.5,0.0
"=""16-02-24""",10:00:00,FINNIFTY,20439.6,20443.95,20437.7,20438.5,0.0
"=""16-02-24""",10:01:00,FINNIFTY,20438.4,20442.4,20433.55,20436.6,0.0
"=""16-02-24""",10:02:00,FINNIFTY,20436.8,20440.85,20434.05,20440.85,0.0
"=""16-02-24""",10:03:00,FINNIFTY,20440.0,20451.85,20438.2,20451.85,0.0
"=""16-02-24""",10:04:00,FINNIFTY,20452.2,20456.65,20450.1,20450.55,0.0
"=""16-02-24""",10:05:00,FINNIFTY,20448.65,20448.65,20439.45,20443.5,0.0
"=""16-02-24""",10:06:00,FINNIFTY,20443.4,20463.5,20441.5,20459.6,0.0
"=""16-02-24""",10:07:00,FINNIFTY,20458.8,20474.3,20458.3,20468.9,0.0
"=""16-02-24""",10:08:00,FINNIFTY,20471.45,20474.15,20460.05,20465.0,0.0
"=""16-02-24""",10:09:00,FINNIFTY,20463.05,20474.35,20463.05,20474.35,0.0
"=""16-02-24""",10:10:00,FINNIFTY,20472.3,20480.0,20468.55,20473.2,0.0
"=""16-02-24""",10:11:00,FINNIFTY,20473.8,20474.75,20465.9,20471.2,0.0
"=""16-02-24""",10:12:00,FINNIFTY,20472.55,20473.3,20461.7,20464.2,0.0
"=""16-02-24""",10:13:00,FINNIFTY,20462.95,20465.6,20459.75,20464.55,0.0
"=""16-02-24""",10:14:00,FINNIFTY,20465.15,20477.5,20465.15,20475.6,0.0
"=""16-02-24""",10:15:00,FINNIFTY,20475.65,20477.75,20461.45,20464.3,0.0
"=""16-02-24""",10:16:00,FINNIFTY,20465.6,20469.55,20464.4,20466.65,0.0
"=""16-02-24""",10:17:00,FINNIFTY,20466.75,20466.75,20459.15,20459.15,0.0
"=""16-02-24""",10:18:00,FINNIFTY,20459.7,20469.75,20459.25,20464.45,0.0
"=""16-02-24""",10:19:00,FINNIFTY,20464.2,20467.85,20460.3,20460.3,0.0
"=""16-02-24""",10:20:00,FINNIFTY,20460.5,20461.75,20447.05,20457.0,0.0
"=""16-02-24""",10:21:00,FINNIFTY,20456.65,20463.25,20453.55,20458.5,0.0
"=""16-02-24""",10:22:00,FINNIFTY,20458.45,20460.8,20452.35,20452.35,0.0
"=""16-02-24""",10:23:00,FINNIFTY,20453.3,20453.95,20449.9,20451.0,0.0
"=""16-02-24""",10:24:00,FINNIFTY,20451.45,20456.0,20446.7,20449.1,0.0
"=""16-02-24""",10:25:00,FINNIFTY,20449.25,20451.1,20442.95,20448.1,0.0
"=""16-02-24""",10:26:00,FINNIFTY,20447.65,20459.4,20446.9,20457.05,0.0
"=""16-02-24""",10:27:00,FINNIFTY,20456.6,20461.65,20455.1,20459.6,0.0
"=""16-02-24""",10:28:00,FINNIFTY,20460.6,20467.7,20456.85,20467.7,0.0
"=""16-02-24""",10:29:00,FINNIFTY,20467.5,20474.95,20464.9,20470.95,0.0
"=""16-02-24""",10:30:00,FINNIFTY,20468.45,20472.65,20463.4,20464.6,0.0
"=""16-02-24""",10:31:00,FINNIFTY,20464.1,20464.5,20457.4,20459.05,0.0
"=""16-02-24""",10:32:00,FINNIFTY,20458.95,20465.35,20458.2,20462.7,0.0
"=""16-02-24""",10:33:00,FINNIFTY,20461.7,20463.3,20458.05,20459.05,0.0
"=""16-02-24""",10:34:00,FINNIFTY,20459.25,20462.35,20456.65,20460.0,0.0
"=""16-02-24""",10:35:00,FINNIFTY,20460.75,20462.3,20457.5,20460.85,0.0
"=""16-02-24""",10:36:00,FINNIFTY,20460.8,20463.8,20458.7,20461.1,0.0
"=""16-02-24""",10:37:00,FINNIFTY,20460.2,20460.35,20445.0,20447.05,0.0
"=""16-02-24""",10:38:00,FINNIFTY,20447.0,20448.5,20441.1,20448.5,0.0
"=""16-02-24""",10:39:00,FINNIFTY,20448.9,20452.9,20444.6,20445.75,0.0
"=""16-02-24""",10:40:00,FINNIFTY,20445.3,20445.35,20434.7,20443.0,0.0
"=""16-02-24""",10:41:00,FINNIFTY,20443.3,20447.75,20442.85,20444.35,0.0
"=""16-02-24""",10:42:00,FINNIFTY,20445.0,20449.5,20443.15,20443.45,0.0
"=""16-02-24""",10:43:00,FINNIFTY,20442.85,20444.95,20438.25,20440.85,0.0
"=""16-02-24""",10:44:00,FINNIFTY,20441.3,20453.2,20440.95,20452.45,0.0
"=""16-02-24""",10:45:00,FINNIFTY,20451.75,20454.05,20449.1,20450.2,0.0
"=""16-02-24""",10:46:00,FINNIFTY,20450.8,20452.35,20444.95,20446.25,0.0
"=""16-02-24""",10:47:00,FINNIFTY,20445.7,20445.95,20434.05,20441.4,0.0
